Tweet ID,Author Username,Original User Sentiment,include_match_count,exclude_match_count,topic_relevance_score,url_count,cashtag_count,alpha_word_count,include_terms_matched,exclude_terms_matched,Content
1.9763173897269412e+18,MarcWhittemore,Negative,0,0,0,0,0,59,[],[],You are the gaslighting skank of ALL skanks... You abandoned CA in so many ways long before this fire. You have destroyed the most beautiful state in the nation and now you sit in your ivory 11 mil. tower and whine you want the Federal govt to clean up YOUR mess. The Obama level audacity...  you piece of maggot turd.
1.9763092360626424e+18,readersdigest,Positive,0,0,0,1,0,20,[],[],"Here's a prescription for doctor jokes, hospital humor, medical puns and more to cure your laughter deficiency. https://t.co/HifNH2kVO0"
1.9763005712097444e+18,MarcWhittemore,Negative,0,0,0,0,0,61,[],[],"The first few words out this cretin's mouth was about how Charlie ""always called him his Pastor"". And kept repeating that in several clips. Speaks volumes. Purely ego driven. Obviously something is up. He stinks to high heaven. And he literally SUCKS as an orator from the pulpit. God KNOWS @robmccoyus Come correct. We're going to find the truth anyways."
1.9762941322105984e+18,HollyBlomberg,Positive,0,0,0,1,0,14,[],[],Commander of the Oregon National Guard Brigadier General Alan R. Gronewold 🫡 https://t.co/cEuq5rcBmx
1.9762888956385692e+18,Lisahondaeleme1,Negative,0,0,0,1,0,22,[],[],"U.S. bill calls for more integration between Canadian, American border agents | CBC News EXCELLENT! Watch the Elbozos meltdown over this.  https://t.co/dntBzPclXf"
1.9762804801496233e+18,HollyBlomberg,Positive,0,1,-1,1,0,42,[],['trump'],"Not only is “antifa” an imaginary boogeyman, this is also manipulative use of the US legal system. Trump has to say “foreign terrorist organization” specifically because US. law has no specific way to charge someone with domestic terrorism https://t.co/ploY0NvXZ5 1/4"
1.9762778255788111e+18,humberwire,Negative,0,0,0,1,0,36,[],[],"Poor Lorex in GPlayReview:  {Gishan G- July 23, 2025- App keeps crashing, does not load more than 80% of the time. worked better on previous devices but not on S25. disappointing.}👎(In Sum=&gt;Vicious-Chinese-LorexCorporate)#2236766 https://t.co/u1ptl2Tuds"
1.9762776930010524e+18,humberwire,Negative,0,0,0,1,0,42,[],[],"Avoid Lorex Camera-GPlay: {Carina Bown- September 30, 2025- This app has always been unreliable, constantly not working in playback mode. Well now, I can't even get live footage to play. For ...ough to fix the issues.}👎(Conclusion=&gt;Sucks Lorex Chinese)#2556764 https://t.co/pLaoOHhP0q"
1.976275995922506e+18,HollyBlomberg,Positive,0,0,0,1,0,44,[],[],Have we given up freedom by chasing security US? It’s worth thinking about the political leadership (of both parties) as well as the business world with whom the politicians work hand in glove. What are some common characteristics? Food for thought👇 https://t.co/EGJxva5w55
1.9762639842075156e+18,readersdigest,Positive,0,0,0,1,0,29,[],[],"Even if you haven't picked up your car keys in a while, you should be aware of what happens when you don’t drive your car regularly. https://t.co/xU8ykCIms5"
1.9762629105873797e+18,humberwire,Negative,0,0,0,1,0,29,[],[],"GPlay Review-Lorex[1-Star]: {Robert “Robbie” Reynolds- September 26, 2025- can't use my ap keeps saying network error}👎(In Short=&gt;Sucks quality of Lorex-China)#1615610 https://t.co/KY1zC54qoP"
1.9762628460370327e+18,humberwire,Negative,0,0,0,1,0,35,[],[],"Avoid Lorex Camera-GPlay: {Gishan G- July 23, 2025- App keeps crashing, does not load more than 80% of the time. worked better on previous devices but not on S25. disappointing.}👎(Conclusion=&gt;Sucks Lorex Chinese)#2155609 https://t.co/Mb07nNWHMQ"
