Tweet ID,Author Username,Original User Sentiment,include_match_count,exclude_match_count,topic_relevance_score,include_terms_matched,exclude_terms_matched,Content
1.9763202527589007e+18,MarcWhittemore,Negative,0,0,0,[],[],RT @JoelWBerry: He's a professional communist Antifa agitator who professionally gets pepper-sprayed in the face while wearing clerical shi…
1.9763195217168305e+18,AmorFati762,Negative,0,0,0,[],[],RT @pnwguerrilla: Daily reminder to go follow my backup
1.9763196163319928e+18,MarcWhittemore,Negative,0,1,-1,[],['trump'],"RT @GuntherEagleman: If Trump does NOT win the Nobel Peace Prize,  The Nobel Peace Prize will become meaningless."
1.9763193717663252e+18,GamerMcbaggin,Negative,0,0,0,[],[],RT @KingSavageAxe: The problem is to use that you need use GU Charge Blade
1.9763194423354327e+18,AmorFati762,Negative,0,0,0,[],[],"RT @truthtroll_X: 1934 Publication 

Some things never change. https://t.co/Ia4xTcvVvm"
1.9763191258626132e+18,GamerMcbaggin,Negative,0,0,0,[],[],RT @PROMlNENCES: my notifs tab rn https://t.co/5X4H9T5P1H
1.976319207659737e+18,HobbJW,Negative,0,1,-1,[],['market'],"I think someone broke the $Silver market

Backwardation is almost $2 an ounce.  

Clearly the physical is getting hard to come by.  

#silversqueeze https://t.co/0bJtgGqGoB"
1.9763191587040748e+18,AmorFati762,Negative,0,0,0,[],[],RT @pnwguerrilla: https://t.co/3OVHVR3ldS
1.9763190270197432e+18,AmorFati762,Negative,0,0,0,[],[],RT @shane7777ssss: Are we tired of supporting people who dislike us yet? https://t.co/9NfNfoHmKd
1.9763192179191977e+18,MarcWhittemore,Negative,0,0,0,[],[],RT @ShitpostGate: https://t.co/5i6ZhUQTVW
1.9763188896182804e+18,startchangeri,Negative,0,0,0,[],[],"https://t.co/p2evk55vWh

""Greene disagrees with the Democrats' tactic of voting against a short-term funding bill to reopen the government at current spending levels without any policy changes, but she said that shouldn't prevent her party from negotiating with them to find a solution on health care premiums.""

She also made it clear that Congress should go back to passing 12 annual appropriations bills that focus on specific parts of the government and allow for policy and spending changes, as opposed to broadly extending the status quo on government funding.

“I am personally against the government shutdown. I really want to be doing appropriations,"" she said.

To pass appropriations bills, the House would need to be in session. Johnson, however, has insisted that he won’t bring the House back until the shutdown ends.

“We should be doing appropriations. The House should be in session and continuing that work,” she said.

Greene also said that the Senate shoulders some of the blame and that Republicans, with their 53-47 majority, could end the shutdown immediately by disposing of the legislative filibuster, which requires 60 votes to pass most pieces of legislation.

“They can open the government any time they want. They can use the nuclear option in the Senate. They can reopen the government. This is a bunch of drama and political theater, so I’m willing to call that out, too,” she said.

This article was originally published on https://t.co/iFIGCqtVds"
1.9763189105858033e+18,AmorFati762,Negative,0,0,0,[],[],Why did we ever get rid of public execution
